length,weight,Cluster
-1.1020699309886275,-0.2338858392583222,2
-1.2586688253968001,-0.34434075673947645,2
-1.2841616686725492,0.0028032696298658415,2
-1.3824912070218671,-0.2338858392583222,2
-1.4753579932406666,-0.5968091395535441,2
-1.4352978109502041,-0.1865480174806849,2
-1.3151172640788158,-0.312782208887718,2
-1.4553279020954355,-0.3916785785171145,2
-0.9909939710014355,-0.028755278221892614,2
-1.5390901014300395,-0.044534552147771495,2
-0.9199781933047059,-0.09187237392540952,2
-1.3497146942387608,-0.20232729140656378,2
-1.3278636857166903,-0.06031382607365107,2
-1.0274123185382196,-0.028755278221892614,2
-1.2859825860493883,-0.29700293496183916,2
-1.2550269906431217,-0.34434075673947645,2
-1.5172390929079689,-0.09187237392540952,2
-1.3005499250641022,-0.3285614828135976,2
-1.2768779991651924,-0.312782208887718,2
-1.610105879126769,-0.06031382607365107,2
-1.1002490136117884,-0.13921019570304685,2
-1.6501660614172315,-0.2338858392583222,2
-1.4079840502976158,-0.1707687435548053,2
-1.449865149964918,-0.15498946962892643,2
-1.094786261481271,-0.3285614828135976,2
-1.46807432373331,-0.5494713177759067,2
-1.3515356116156,-0.20232729140656378,2
-1.5609411099521104,-0.6599262352570611,2
-1.1038908483654668,-0.1707687435548053,2
-1.3078335945714592,-0.28122366103596025,2
-1.5755084489668238,-0.15498946962892643,2
-1.6574497309245884,-0.15498946962892643,2
-1.6301359702720004,-0.3285614828135976,2
-1.4189095545586512,-0.4390164002947518,2
-1.509955423400612,-0.4390164002947518,2
-1.2568479080199608,-0.12343092177716798,2
-1.37520753751451,-0.2338858392583222,2
-1.340610107354565,-0.1707687435548053,2
-1.4043422155439376,-0.28122366103596025,2
-1.5664038620826275,-0.3285614828135976,2
-1.626494135518322,-0.4705749481465103,2
-1.5372691840532,-0.4705749481465103,2
-0.8872016805216001,-0.37589930459123494,2
-1.031054153291898,0.22371310459217503,2
-1.6629124830551063,-0.42323712636887295,2
-1.3278636857166903,-0.3916785785171145,2
-1.4917462496322196,-0.28122366103596025,2
-1.2113249735989804,-0.24966511318420181,2
-1.5336273492995216,-0.5021334959982687,2
-1.5900757879815375,-0.34434075673947645,2
-1.4225513893123296,-0.4390164002947518,2
-1.4553279020954355,-0.34434075673947645,2
-1.1275627742643766,-0.07609309999952994,2
-1.559120192575271,-0.5179127699241484,2
-1.1002490136117884,-0.20232729140656378,2
-1.2750570817883529,-0.28122366103596025,2
-1.3606401984997962,-0.12343092177716798,2
-1.4607906542259532,-0.13921019570304685,2
-1.601001292242573,-0.15498946962892643,2
-0.8963062674057959,-0.028755278221892614,2
-1.5900757879815375,-0.4705749481465103,2
-1.4753579932406666,-0.4863542220723899,2
-1.2331759821210513,-0.13921019570304685,2
-1.2495642385126042,-0.12343092177716798,2
-1.6629124830551063,-0.4074578524429934,2
-1.1858321303232318,-0.13921019570304685,2
-1.3242218509630121,-0.12343092177716798,2
-1.46807432373331,-0.13921019570304685,2
-1.4717161584869884,-0.4390164002947518,2
-0.9181572759278667,-0.29700293496183916,2
-1.2495642385126042,-0.5179127699241484,2
-1.5354482666763611,-0.1707687435548053,2
-1.2186086431063374,-0.07609309999952994,2
-1.3897748765292237,-0.3285614828135976,2
-1.4480442325880787,-0.4547956742206314,2
-1.1585183696706434,-0.24966511318420181,2
-1.2022203867147845,-0.1076516478512884,2
-1.6884053263308554,-0.29700293496183916,2
-1.417088637181812,-0.1076516478512884,2
-1.562762027328949,-0.36012003066535603,2
-1.1749066260621963,-0.012976004296013036,2
-1.2732361644115138,-0.09187237392540952,2
-1.2732361644115138,-0.5021334959982687,2
-1.5645829447057886,-0.1076516478512884,2
-1.5190600102848082,-0.012976004296013036,2
-1.4881044148785414,-0.20232729140656378,2
-1.1967576345842668,-0.2338858392583222,2
-1.247743321135765,-0.36012003066535603,2
-1.147592865409608,-0.09187237392540952,2
-1.5390901014300395,-0.4547956742206314,2
-1.3442519421082433,-0.4074578524429934,2
-1.568224779459467,-0.29700293496183916,2
-1.1840112129463922,-0.012976004296013036,2
-1.391595793906063,-0.24966511318420181,2
-1.247743321135765,-0.5179127699241484,2
-1.2914453381799063,-0.1707687435548053,2
-1.661091565678267,-0.13921019570304685,2
-1.6301359702720004,-0.37589930459123494,2
-1.2167877257294983,-0.21810656533244335,2
-1.1439510306559295,-0.15498946962892643,2
-1.6046431269962513,-0.36012003066535603,2
-1.231355064744212,-0.2338858392583222,2
-1.4717161584869884,-0.28122366103596025,2
-1.4698952411101496,-0.312782208887718,2
-1.2732361644115138,-0.044534552147771495,2
-1.2222504778600158,-0.06031382607365107,2
-1.147592865409608,-0.12343092177716798,2
-1.3843121243987062,-0.15498946962892643,2
-1.4607906542259532,-0.3916785785171145,2
-1.063830666075004,-0.21810656533244335,2
-1.0620097486981646,-0.312782208887718,2
-0.9491128713341334,-0.13921019570304685,2
-1.1457719480327688,-0.21810656533244335,2
-1.1111745178728238,-0.29700293496183916,2
-1.2167877257294983,-0.26544438711008067,2
-1.3715657027608317,-0.28122366103596025,2
-1.559120192575271,-0.26544438711008067,2
-1.5190600102848082,-0.24966511318420181,2
-1.1694438739316784,-0.1076516478512884,2
-1.601001292242573,-0.28122366103596025,2
-1.3187590988324942,-0.4547956742206314,2
-1.4371187283270432,-0.4390164002947518,2
-1.3005499250641022,-0.1707687435548053,2
-1.6574497309245884,-0.20232729140656378,2
-1.5372691840532,-0.37589930459123494,2
-1.3023708424409413,-0.24966511318420181,2
-1.5755084489668238,-0.20232729140656378,2
-1.4953880843858982,-0.312782208887718,2
-1.3788493722681883,-0.2338858392583222,2
-1.0000985578856314,-0.1707687435548053,2
-1.1330255263948943,-0.4074578524429934,2
-1.5918967053583766,-0.4390164002947518,2
-1.3478937768619217,-0.4705749481465103,2
-1.6319568876488395,-0.1707687435548053,2
-1.5063135886469337,-0.4863542220723899,2
-1.0438005749297725,-0.1076516478512884,2
-1.3151172640788158,-0.20232729140656378,2
-1.2167877257294983,-0.28122366103596025,2
-1.6574497309245884,-0.6125884134794237,2
-0.8835598457679217,-0.28122366103596025,2
-1.0875025919739139,-0.12343092177716798,2
-1.3260427683398512,-0.20232729140656378,2
-1.595538540112055,-0.4705749481465103,2
-1.5973594574888945,-0.34434075673947645,2
-1.2914453381799063,-0.312782208887718,2
-1.3679238680071533,-0.5336920438500272,2
-0.9691429624793647,-0.37589930459123494,2
-1.6246732181414825,-0.20232729140656378,2
-1.1221000221338588,0.0028032696298658415,2
-1.2604897427736392,-0.12343092177716798,2
-1.4079840502976158,-0.4390164002947518,2
-1.0838607572202354,0.11325818711102008,2
-1.2222504778600158,-0.312782208887718,2
-1.3861330417755453,-0.24966511318420181,2
-1.2459224037589258,-0.12343092177716798,2
-1.4990299191395766,-0.36012003066535603,2
-1.5063135886469337,-0.34434075673947645,2
-1.5409110188068786,-0.4074578524429934,2
-1.4826416627480237,-0.5652505917017856,2
-1.442581480457561,-0.4390164002947518,2
-1.4462233152112394,-0.4390164002947518,2
-1.5755084489668238,-0.5652505917017856,2
-1.1221000221338588,0.14481673496277853,2
-1.442581480457561,-0.24966511318420181,2
-1.6173895486341259,-0.34434075673947645,2
-1.5172390929079689,-0.28122366103596025,2
-1.2568479080199608,-0.1707687435548053,2
-1.5318064319226827,-0.5021334959982687,2
-1.562762027328949,-0.15498946962892643,2
-1.224071395236855,-0.37589930459123494,2
-1.3715657027608317,-0.3916785785171145,2
-1.542731936183718,-0.29700293496183916,2
-1.5609411099521104,-0.3285614828135976,2
-1.6829425742003374,-0.36012003066535603,2
-1.2186086431063374,-0.4074578524429934,2
-1.642882391909875,-0.5336920438500272,2
-1.6483451440403925,-0.4547956742206314,2
-1.562762027328949,-0.312782208887718,2
-1.3897748765292237,-0.15498946962892643,2
-1.3078335945714592,-0.1865480174806849,2
-1.426193224066008,-0.4547956742206314,2
-1.1767275434390354,-0.09187237392540952,2
-1.1639811218011609,-0.5179127699241484,2
-1.4717161584869884,-0.15498946962892643,2
-1.5117763407774512,-0.4390164002947518,2
-1.28234075129571,-0.3916785785171145,2
-1.400700380790259,-0.3285614828135976,2
-0.9891730536245963,0.09747891318514121,2
-1.484462580124863,-0.36012003066535603,2
-1.2750570817883529,-0.20232729140656378,2
-1.2695943296578354,-0.13921019570304685,2
-1.4407605630807219,-0.42323712636887295,2
-1.659270648301428,-0.13921019570304685,2
-1.3934167112829021,-0.4705749481465103,2
-0.9126945237973492,0.01858254355574542,2
-1.4862834975017025,-0.34434075673947645,2
-1.4789998279943455,-0.4074578524429934,2
-1.3588192811229571,-0.24966511318420181,2
-1.4189095545586512,-0.42323712636887295,2
-1.2113249735989804,-0.28122366103596025,2
-1.2714152470346747,-0.15498946962892643,2
-1.1749066260621963,-0.09187237392540952,2
-1.2113249735989804,-0.28122366103596025,2
-1.5044926712700941,-0.4705749481465103,2
-1.3988794634134198,-0.1076516478512884,2
-1.451686067341757,-0.12343092177716798,2
-1.2441014863820863,-0.028755278221892614,2
-1.1585183696706434,-0.12343092177716798,2
-1.562762027328949,-0.312782208887718,2
-1.451686067341757,-0.1865480174806849,2
-1.1840112129463922,-0.1865480174806849,2
-1.528164597169004,-0.29700293496183916,2
-1.4662534063564707,-0.3285614828135976,2
-1.4990299191395766,-0.2338858392583222,2
-1.2659524949041572,-0.09187237392540952,2
-1.3588192811229571,-0.24966511318420181,2
-0.9436501192036159,0.0343618174816243,2
-1.1002490136117884,-0.13921019570304685,2
-1.340610107354565,-0.4547956742206314,2
-0.9491128713341334,-0.09187237392540952,2
-1.433476893573365,-0.34434075673947645,2
-1.508134506023773,-0.5336920438500272,2
-1.3132963467019767,-0.26544438711008067,2
-1.1293836916412159,-0.1707687435548053,2
-1.0929653441044314,-0.26544438711008067,2
-1.3060126771946197,-0.24966511318420181,2
-1.6228523007646436,-0.4705749481465103,2
-1.5609411099521104,-0.24966511318420181,2
-1.2404596516284079,-0.29700293496183916,2
-0.9855312188709175,0.01858254355574542,2
-1.1366673611485725,-0.09187237392540952,2
-1.1166372700033413,-0.12343092177716798,2
-1.0492633270602905,-0.13921019570304685,2
-1.5409110188068786,-0.07609309999952994,2
-1.4553279020954355,-0.09187237392540952,2
-0.9618592929720079,0.0028032696298658415,2
-1.3497146942387608,-0.34434075673947645,2
-1.65380789617091,-0.26544438711008067,2
-1.5700456968363061,-0.312782208887718,2
-0.996456723131953,-0.09187237392540952,2
-1.6865844089540158,-0.29700293496183916,2
-1.544552853560557,-0.37589930459123494,2
-1.0529051618139689,-0.29700293496183916,2
-1.5135972581542905,-0.24966511318420181,2
-1.3041917598177806,0.0028032696298658415,2
-1.2677734122809963,-0.20232729140656378,2
-1.1603392870474825,-0.15498946962892643,2
-1.28234075129571,-0.4074578524429934,2
-1.433476893573365,-0.312782208887718,2
-1.426193224066008,-0.15498946962892643,2
-1.593717622735216,-0.15498946962892643,2
-1.4771789106175062,-0.5494713177759067,2
-1.508134506023773,-0.34434075673947645,2
-0.954575623464651,-0.26544438711008067,2
-1.5973594574888945,-0.4547956742206314,2
-1.5299855145458434,-0.4390164002947518,2
-1.3715657027608317,-0.26544438711008067,2
-1.18947396507691,-0.21810656533244335,2
-1.2859825860493883,-0.12343092177716798,2
-1.5409110188068786,-0.4390164002947518,2
-1.4389396457038826,-0.42323712636887295,2
-1.2859825860493883,-0.4390164002947518,2
-1.3697447853839926,-0.5968091395535441,2
-1.3952376286597414,-0.312782208887718,2
-1.3424310247314042,-0.28122366103596025,2
-1.4444023978344003,-0.15498946962892643,2
-1.316938181455655,-0.26544438711008067,2
-1.46807432373331,-0.4390164002947518,2
-1.5718666142131454,-0.36012003066535603,2
-1.644703309286714,-0.42323712636887295,2
-1.2222504778600158,-0.312782208887718,2
-1.089323509350753,-0.36012003066535603,2
-1.3934167112829021,-0.34434075673947645,2
-1.6556288135477495,-0.012976004296013036,2
-1.3278636857166903,-0.5021334959982687,2
-1.6756589046929808,-0.36012003066535603,2
-0.9909939710014355,-0.1865480174806849,2
-1.4753579932406666,-0.15498946962892643,2
-1.4917462496322196,-0.5179127699241484,2
-1.1858321303232318,-0.028755278221892614,2
-1.3460728594850826,-0.1076516478512884,2
-1.2386387342515688,-0.26544438711008067,2
-1.400700380790259,-0.4074578524429934,2
-1.0875025919739139,0.11325818711102008,2
-1.3697447853839926,-0.5336920438500272,2
-1.520880927661647,-0.4863542220723899,2
-1.5190600102848082,-0.12343092177716798,2
-1.6319568876488395,-0.26544438711008067,2
-1.1166372700033413,-0.028755278221892614,2
-1.0183077316540237,-0.044534552147771495,2
-1.1512347001632863,-0.07609309999952994,2
-1.2277132299905333,-0.36012003066535603,2
-1.4043422155439376,-0.09187237392540952,2
-1.0183077316540237,0.11325818711102008,2
-1.5336273492995216,-0.28122366103596025,2
-1.3041917598177806,-0.15498946962892643,2
-1.5664038620826275,-0.15498946962892643,2
-1.433476893573365,-0.2338858392583222,2
-1.4862834975017025,-0.15498946962892643,2
-1.3551774463692787,-0.36012003066535603,2
-1.2732361644115138,-0.2338858392583222,2
-1.4698952411101496,-0.20232729140656378,2
-1.091144426727592,-0.044534552147771495,2
-0.8416787461006197,0.05014109140750388,2
-0.9582174582183296,0.01858254355574542,2
-1.2422805690052472,-0.3916785785171145,2
-1.171264791308518,-0.5021334959982687,2
-1.5755084489668238,-0.012976004296013036,2
-1.2277132299905333,-0.12343092177716798,2
-1.6155686312572866,-0.4390164002947518,2
-1.0583679139444864,-0.42323712636887295,2
-1.3041917598177806,-0.29700293496183916,2
-1.1439510306559295,0.0028032696298658415,2
-1.3952376286597414,-0.24966511318420181,2
-1.442581480457561,-0.15498946962892643,2
-1.619210466010965,-0.3285614828135976,2
-1.0656515834518434,-0.2338858392583222,2
-1.5117763407774512,-0.07609309999952994,2
-1.4717161584869884,-0.5968091395535441,2
-1.1257418568875375,-0.15498946962892643,2
-1.5372691840532,-0.4547956742206314,2
-1.6064640443730906,-0.26544438711008067,2
-1.451686067341757,-0.312782208887718,2
-1.3132963467019767,-0.4074578524429934,2
-0.9309036975657413,0.0343618174816243,2
-1.4079840502976158,-0.36012003066535603,2
-1.520880927661647,-0.5652505917017856,2
-1.2113249735989804,-0.29700293496183916,2
-1.5500156056910745,-0.29700293496183916,2
-1.4771789106175062,-0.2338858392583222,2
-1.3041917598177806,-0.1865480174806849,2
-0.9982776405087922,-0.1707687435548053,2
-1.6228523007646436,-0.3916785785171145,2
-1.635598722402518,-0.28122366103596025,2
-1.2859825860493883,0.22371310459217503,2
-1.5645829447057886,-0.5494713177759067,2
-1.46807432373331,-0.28122366103596025,2
-1.5991803748657336,-0.34434075673947645,2
-1.1749066260621963,-0.4705749481465103,2
-1.4444023978344003,-0.09187237392540952,2
-1.0346959880455766,-0.2338858392583222,2
-1.3041917598177806,-0.1865480174806849,2
-1.5609411099521104,-0.5021334959982687,2
-1.579150283720502,-0.29700293496183916,2
-1.3952376286597414,-0.24966511318420181,2
-1.2550269906431217,-0.13921019570304685,2
-1.5918967053583766,-0.26544438711008067,2
-1.5900757879815375,-0.4074578524429934,2
-1.2987290076872628,-0.06031382607365107,2
-1.021949566407702,-0.36012003066535603,2
-1.2022203867147845,-0.42323712636887295,2
-1.5882548706046984,-0.42323712636887295,2
-1.520880927661647,-0.5652505917017856,2
-1.3260427683398512,-0.26544438711008067,2
-1.3569983637461178,-0.29700293496183916,2
-1.5755084489668238,-0.34434075673947645,2
-1.6829425742003374,-0.1076516478512884,2
-1.509955423400612,-0.34434075673947645,2
-1.3132963467019767,-0.4547956742206314,2
-1.5554783578215925,-0.4074578524429934,2
-1.089323509350753,-0.312782208887718,2
-1.5044926712700941,-0.3916785785171145,2
-1.1858321303232318,-0.5652505917017856,2
1.3907659579042597,-1.5909033968839343,1
1.5510066870661106,-1.7329168622168478,1
1.7349193421268718,-0.8966153441452491,3
1.5619321913271462,-1.306876466218109,1
1.7057846640974443,-0.5968091395535441,3
1.3361384365990832,-1.4015521097733843,1
1.5546485218197896,-1.7960339579203648,1
1.4890954962535772,-1.007070261626404,3
1.6475153080385891,-1.606682670809814,1
1.5673949434576635,-1.543565575106297,1
1.4836327441230601,-1.5120070272545385,1
1.3689149493821888,-1.070187357329921,3
1.5054837526451301,-0.6757055091829406,3
1.6985009945900875,-1.3857728358475048,1
1.7877259460552088,-0.3285614828135976,3
1.6839336555753734,-1.1648630008851957,1
1.6038132909944482,-1.0859666312557998,3
1.4781699919925422,-0.6914847831088194,3
1.5400811828050756,-0.5179127699241484,3
1.4544980660936326,-1.4173313836992631,1
1.7203520031121577,-1.433110657625143,1
1.62202246476284,-1.2279800965887124,1
1.5619321913271462,-0.9123946180711286,3
1.4544980660936326,-0.42323712636887295,3
1.6948591598364091,-0.8650567962934906,3
1.7895468634320484,-0.8019397005899738,3
1.7403820942573895,-0.3285614828135976,3
1.4326470575715617,-1.0544080834040415,3
1.7203520031121577,-0.8019397005899738,3
1.3761986188895463,-0.8808360702193702,3
1.5582903565734678,-1.133304453033437,1
1.510946504775648,-1.133304453033437,1
1.6784709034448562,-1.7329168622168478,1
1.5619321913271462,-1.7329168622168478,1
1.6456943906617505,-0.2338858392583222,3
1.7840841113015304,-1.8907096014756393,1
1.7148892509816405,-0.9439531659228871,3
1.685754572952213,-0.9123946180711286,3
1.7840841113015304,-0.4863542220723899,3
1.580141365095538,-1.1806422748110752,1
1.6657244818069816,-1.2753179183663506,1
1.671187233937499,-1.0386288094781624,3
1.5910668693565737,-1.3226557401439878,1
1.4326470575715617,-1.0228495355522829,3
1.5182301742830047,-0.6441469613311821,3
1.6329479690238757,-0.6125884134794237,3
1.6311270516470364,-1.2122008226628336,1
1.760412185402621,-1.007070261626404,3
1.4617817356009892,-0.6599262352570611,3
1.4581399008473108,-1.4015521097733843,1
1.6183806300091617,-1.0544080834040415,3
1.4617817356009892,-1.2910971922922294,1
1.6402316385312325,-1.070187357329921,3
1.5236929264135226,-1.1806422748110752,1
1.4654235703546676,-1.2753179183663506,1
1.4362888923252402,-1.622461944735693,1
1.6329479690238757,-1.2279800965887124,1
1.638410721154393,-0.5652505917017856,3
1.4927373310072556,-0.8019397005899738,3
1.4435725618325967,-0.4547956742206314,3
1.5655740260808246,-1.133304453033437,1
1.4708863224851854,-0.7546018788123364,3
1.569215860834503,-1.1017459051816787,1
1.7057846640974443,-1.070187357329921,3
1.7203520031121577,-1.2122008226628336,1
1.7403820942573895,-0.8492775223676118,3
1.660261729676464,-1.2122008226628336,1
1.469065405108346,-0.8019397005899738,3
1.36709403200535,-1.5909033968839343,1
1.5837831998492164,-0.9281738919970075,3
1.5910668693565737,-1.4646692054769013,1
1.771337689663656,-0.9755117137746455,3
1.6038132909944482,-1.133304453033437,1
1.7330984247500323,-1.2279800965887124,1
1.6584408122996244,-2.127398710363828,1
1.6311270516470364,-1.496227753328659,1
1.4308261401947222,-1.7486961361427267,1
1.4016914621652947,-0.4547956742206314,3
1.5200510916598442,-0.4390164002947518,3
1.702142829343766,-0.9123946180711286,3
1.4180797185568483,-1.5751241229580555,1
1.4253633880642052,-0.8966153441452491,3
1.685754572952213,-1.0544080834040415,3
1.7349193421268718,-0.6914847831088194,3
1.660261729676464,-0.8019397005899738,3
1.6584408122996244,-0.9439531659228871,3
1.62202246476284,-0.012976004296013036,3
1.6256642995165185,-1.2122008226628336,1
1.643873473284911,-0.8334982484417321,3
1.5892459519797342,-0.9281738919970075,3
1.5892459519797342,-0.8808360702193702,3
1.5983505388639305,-1.2910971922922294,1
1.7003219119669264,-1.2753179183663506,1
1.3962287100347777,-1.543565575106297,1
1.7567703506489425,-0.6599262352570611,3
1.5000210005146128,-1.133304453033437,1
1.4599608182241497,-1.1017459051816787,1
1.8223233762151543,-0.959732439848766,3
1.702142829343766,-1.4488899315510217,1
1.2851527500475854,-1.070187357329921,3
1.4344679749484013,-0.8808360702193702,3
1.541902100181915,-1.1490837269593168,1
1.4344679749484013,-1.7960339579203648,1
1.4253633880642052,-1.259538644440471,1
1.543723017558754,-0.7861604266640948,3
1.7913677808088873,-0.7861604266640948,3
1.78590502867837,-1.5120070272545385,1
1.6074551257481267,-0.959732439848766,3
1.4836327441230601,-1.1490837269593168,1
1.6147387952554835,-1.2122008226628336,1
1.4763490746157026,-1.0859666312557998,3
1.6365898037775541,-0.4547956742206314,3
1.3507057756137972,-0.9123946180711286,3
1.5619321913271462,-0.7703811527382153,3
1.5601112739503067,-1.369993561921626,1
1.7003219119669264,-1.433110657625143,1
1.4927373310072556,-0.6441469613311821,3
1.7239938378658366,-0.9123946180711286,3
1.6256642995165185,-1.496227753328659,1
1.5236929264135226,-0.5810298656276652,3
1.7640540201562993,-0.8177189745158533,3
1.7931886981857268,-1.4488899315510217,1
1.4472143965862752,-1.3542142879957464,1
1.6475153080385891,-1.3542142879957464,1
1.7148892509816405,-0.4705749481465103,3
1.5400811828050756,-0.9755117137746455,3
1.7913677808088873,-1.070187357329921,3
1.6238433821396796,-1.7171375882909683,1
1.7895468634320484,-0.12343092177716798,3
1.660261729676464,-1.7644754100686062,1
1.6584408122996244,-0.8019397005899738,3
1.5091255873988092,-0.7388226048864568,3
1.5546485218197896,-1.070187357329921,3
1.4271843054410438,-0.8019397005899738,3
1.5910668693565737,-1.1017459051816787,1
1.510946504775648,-0.9123946180711286,3
1.8296070457225109,-1.0228495355522829,3
1.680291820821695,-0.9281738919970075,3
1.6293061342701969,-1.2122008226628336,1
1.813218789330958,-0.7703811527382153,3
1.6183806300091617,-0.4074578524429934,3
1.5673949434576635,-1.259538644440471,1
1.638410721154393,-0.5336920438500272,3
1.6821127381985346,-1.1017459051816787,3
1.5400811828050756,-0.9281738919970075,3
1.55282760444295,-1.2753179183663506,1
1.62202246476284,-1.0544080834040415,3
1.7312775073731934,-1.3226557401439878,1
1.654798977545946,-0.42323712636887295,3
1.5073046700219697,-1.3857728358475048,1
1.5746786129650208,-0.7230433309605779,3
1.5764995303418596,-1.3384350140698675,1
1.6202015473860012,-1.2437593705145922,1
1.6511571427922676,-0.7388226048864568,3
1.680291820821695,-1.543565575106297,1
1.5783204477186992,-0.4390164002947518,3
1.4963791657609347,-0.7861604266640948,3
1.652978060169107,-0.8650567962934906,3
1.585604117226056,-1.0544080834040415,3
1.62202246476284,-1.7013583143650894,1
1.5054837526451301,-1.369993561921626,1
1.6402316385312325,-0.7230433309605779,3
1.5200510916598442,-0.21810656533244335,3
1.5236929264135226,-0.42323712636887295,3
1.5510066870661106,-0.5021334959982687,3
1.5619321913271462,-1.496227753328659,1
1.7367402595037111,-1.3226557401439878,1
1.6293061342701969,-1.4646692054769013,1
1.6985009945900875,-1.5120070272545385,1
1.563753108703985,-1.4646692054769013,1
1.7330984247500323,-0.9755117137746455,3
1.541902100181915,-1.2910971922922294,1
1.5655740260808246,-0.9123946180711286,3
1.6092760431249655,-0.8492775223676118,3
1.7039637467206048,-0.9912909877005245,3
1.541902100181915,-1.1806422748110752,1
1.5127674221524876,-0.6599262352570611,3
